holding_id,filed_by,official_flight_id,filed_by_in_catalog,filed_by_in_collection,location,special_location,scale_1,scale_2,scale_3,index_type,index_scale,index_filed_under,begin_date,end_date,size,height,width,vertical,oblique_high,oblique_low,overlap,sidelap,filmtype,bw,bw_IR,color,color_IR,spectral_range,printt,pos_trans,negative,digital,o_p_d,black and white,Color,cut Frame,roll,print,acquired_digital,positive,negative,spectral description,extra,roll,cut_frame,filter,generation_held,camera,lens_focal_length,platform_id,directional_orientation,altitude_a,altitude_b,altitude_c,contractor_requestor,flown_by,acquired_from,note,copyright,access_limitations,area_general,counties,index_digital,frames_scanned,estimated_frame_count,ready_ref,prod_test,last_update
504346,TG-2720,TG-2720,TG-2720,TG-2720,5,Roll Film Collection,12000,0,0,line,50000,NULL,1970-01-28,1970-01-28,frames 9 X 9 inches,9,9,1,0,0,NULL,NULL,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.35mm),NULL,various,6000,NULL,NULL,NULL,Teledyne Geotronics,"Teledyne, Inc.","Lake Wohlford, Rodriquez Mountain area. Frames 1-1 through 1-9. Negatives filed on roll TG-2730.",Copyright &copy; UC Regents,NULL,San Diego County (California),NULL,1,0,9,no,prod,2012-08-06 10:43:54
504347,TG-2730,TG-2730,TG-2730,TG-2730,5,Roll Film Collection,12000,0,0,mosaic,36000,NULL,1970-02-07,1970-02-07,frames 9 X 9 inches,9,9,1,0,0,60%,NULL,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.56mm),NULL,North-South,6000,NULL,NULL,Baker-Wibberley & Associates,Teledyne Geotronics,Teledyne. Inc.,U.S. Route 206 from Chambers Corners to Red Lion. Frames 2-1 though 2-22.,Copyright &copy; UC Regents,NULL,New Jersey - Regions,Burlington,1,0,22,no,prod,2012-08-06 10:43:54
504348,Santa-Clara-River-1994,Santa Clara River 1994,Santa-Clara-River-1994,Santa Clara River 1994,1,NULL,6000,7200,9600,mosaic - hand drawn,33300,NULL,1994-01-01,1994-01-01,"frames 5 X 7 inches, 4 X 6 inches",0,0,1,0,0,60,NULL,ASA100,0,0,1,0,NULL,1,0,1,0,Print Color Negative; Cut Frame;,,,Cut Frame,,,,Print Color Negative,,,,0,1,NULL,1st and 2nd generation,35mm,NULL,NULL,various,NULL,NULL,NULL,NULL,California Department of Fish and Game,California Department of Fish and Game,"Valenica to Piru: section of Santa Clara River impacted by oil spill, January 17, 1994. Photographs shot by Ken Wilson with hand-held 35mm camera and ASA100 color negative film. Scale of photographs is inconsistant. Overlap within flightline is inconsistent.",Copyright &copy; UC Regents,NULL,California - Regions,Ventura; Los Angeles;,1,2,120,no,prod,2015-08-07 12:12:48
504362,C-883,C-883,C-883,C-883,4 3 11,NULL,18000,7000,0,"mosaic, SmartIndex",100000,NULL,1930-03-01,1930-03-31,frames 9 X 7 inches,7,9,1,0,0,60,NULL,"Nitrate, Copy",1,0,0,0,400-700 nm,1,0,1,0,Negative; Cut Frame,,,Cut Frame,,,,,Negative,,,0,1,NULL,1st and 2nd generation,NULL,9.5 inches,NULL,West-East,14350,NULL,NULL,Edison Co.,Fairchild Aerial Surveys,"Teledyne, Inc.; Whittier College ","Los Angeles River (vicinity of Paramount and Lakewood) to Anaheim and Garden Grove area. Imagery acquired from Teledyne, Inc., 1986 and Whittier College, January 2013.",Copyright &copy; UC Regents,NULL,Orange County (California),NULL,1,1,111,no,prod,2017-10-26 10:51:12
504363,CH2M-1963-CAH,CH2M-1963 CAH,CH2M-1963-CAH,CH2M-1963-CAH,5,NULL,12000,0,0,"line, SmartIndex",110000,CH2M-1963 CAH-SHASTA CO,1963-07-19,1963-07-19,frames 9 x 9 inches,9,9,1,0,0,60,5-40,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.43mm),NULL,"North-South, South-North",6000,NULL,NULL,NULL,CH2M Hill,Vestra Resources,"Coverage of Anderson, Cottonwood, Redding, Shasta Lake, and vicinity.",Reproduction rights held by the Regents of the University of California.,NULL,Shasta County (California),NULL,1,2,245,no,prod,2019-03-08 15:42:12
504364,CH2M-1972-CAN8-RDD,CH2M-1972-CAN8 RDD,CH2M-1972-CAN8-RDD,CH2M-1972-CAN8-RDD,5,NULL,12000,0,0,line,100000,NULL,1972-06-15,1972-06-15,frames 9 X 9 inches,9,9,1,0,0,60%,20%,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,yellow,1st generation,RC8,6 inches (152.98mm),670Z,North-South,6000,NULL,NULL,NULL,CH2M Hill,Vestra Resources,Redding and vicinity. Film received April 2007.,Copyright &copy; UC Regents,NULL,Shasta County (California),NULL,1,2,0,no,prod,2019-04-29 13:31:05
504365,CH2M-1975-CAN5-RDD,CH2M-1975-CAN5 RDD,CH2M-1975-CAN5-RDD,CH2M-1975-CAN5-RDD,5,Roll Film Collection,18000,0,0,line,100000,NULL,1975-08-07,1975-08-07,frames 9 X 9 inches,9,9,1,0,0,60%,20%,Double-X Estar,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,- Blue 2X,1st generation,NULL,6 inches (152.68mm),NULL,North-South,9000,NULL,NULL,NULL,CH2M Hill,Vestra Resources,Job R4160.50. Film received April 2007.,Copyright &copy; UC Regents,NULL,Shasta County (California),NULL,1,2,0,no,prod,2012-08-06 10:43:54
504366,CH2M-1978-CAN17-Greater-Redding,CH2M-1978-CAN17 Greater Redding,CH2M-1978-CAN17-Greater-Redding,CH2M-1978-CAN17 Greater Redding,5,Roll Film Collection,24000,0,0,"line, SmartIndex",180000,NULL,1978-08-17,1978-08-17,frames 9 x 9 inches,9,9,1,0,0,60%,20%,Double-X,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,- Blue 2X,1st generation,NULL,6 inches (152.68mm),70Z,South-North,12000,NULL,NULL,NULL,CH2M Hill,Vestra Resources,"Coverage of Anderson, Bella Vista, Cottonwood, Happy Valley, Palo Cedro, Redding, Shasta, Shasta Lake, Whiskeytown, and vicinity.",Reproduction rights held by the Regents of the University of California.,none,Shasta County (California),NULL,1,1,148,no,prod,2019-04-12 14:52:59
504367,CH2M-1980-CAN8-R13786-B4,CH2M-1980-CAN8 RI3786.B4,CH2M-1980-CAN8-RI3786-B4,CH2M-1980-CAN8-RI3786-B4,5,NULL,13200,14400,0,"line, SmartIndex",NULL,NULL,1980-05-03,1980-05-03,frames 9 x 9 inches,9,9,1,0,0,60-90,20,Double-X Estar,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,- Blue 2X,1st generation,NULL,6 inches (152.68mm),NULL,Various,7200,NULL,NULL,NULL,CH2M Hill,Vestra Resources,Redding and vicinity. Film received April 2007.,Reproduction rights held by the Regents of the University of California.,none,Shasta County (California),NULL,1,1,83,no,prod,2019-04-24 10:48:25
504368,CH2M-1981-CAN10-R15102-A4,CH2M-1981-CAN10 R15102.A4,CH2M-1981-CAN10-R15102-A4,CH2M-1981-CAN10 R15102.A4,5,NULL,33600,0,0,line,100000,NULL,1981-06-17,1981-06-17,frames 9 X 9 inches,9,9,1,0,0,60%,20%,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (153.31mm),NULL,North-South,16800,NULL,NULL,NULL,CH2M Hill,Vestra Resources,Film received April 2007.,Copyright &copy; UC Regents,NULL,Shasta County (California),NULL,1,2,0,no,prod,2012-08-06 10:43:54
504369,CH2M-1981-CAN13-RDD81,CH2M-1981-CAN13 RDD81,CH2M-1981-CAN13-RDD81,CH2M-1981-CAN13-RDD81,5,Roll Film Collection,24000,0,0,"line, SmartIndex",180000,NULL,1981-06-17,1981-06-18,frames 9 x 9 inches,9,9,1,0,0,60%,20%,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,RC10,NULL,N36855,South-North,12000,NULL,NULL,NULL,CH2M Hill,Vestra Resources,"Coverage of Anderson, Bella Vista, Cottonwood, Happy Valley, Palo Cedro, Redding, Shasta, Shasta Lake, Whiskeytown, and vicinity.",Reproduction rights held by the Regents of the University of California.,none,Shasta County (California),NULL,1,1,197,no,prod,2019-04-10 10:02:30
504370,CH2M-1985-CAN14-RDD85,CH2M-1985-CAN14 RDD85,CH2M-1985-CAN14-RDD85,CH2M-1985-CAN14-RDD85,5,Roll Film Collection,24000,0,0,line,100000,NULL,1985-08-20,1985-08-20,frames 9 X 9 inches,9,9,1,0,0,60%,20%,Double X,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,- Blue 2X,1st generation,NULL,6 inches (153.31mm),NULL,North-South,12000,NULL,NULL,NULL,CH2M Hill,Vestra Resources,Job R19043.52. Film received April 2007.,Copyright &copy; UC Regents,NULL,Shasta County (California),NULL,1,2,0,no,prod,2012-08-06 10:43:54
504371,CH2M-1988-CAN11-RDD88,CH2M-1988-CAN11 RDD88,CH2M-1988-CAN11-RDD88,CH2M-1988-CAN11-RDD88,5,Roll Film Collection,24000,0,0,line,100000,NULL,1988-07-18,1988-07-18,frames 9 X 9 inches,9,9,1,0,0,60%,20%,Double X,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,- Blue 2X,1st generation,NULL,6 inches (153.31mm),NULL,North-South,12000,NULL,NULL,NULL,CH2M Hill,Vestra Resources,Job AP15061. Film received April 2007.,Copyright &copy; UC Regents,NULL,Shasta County (California),NULL,1,2,0,no,prod,2012-08-06 10:43:54
504372,CH2M-1993-CAN12-Redding,CH2M-1993-CAN12-Redding,CH2M-1993-CAN12-Redding,CH2M-1993-CAN12-Redding,5,Roll Film Collection,34600,0,0,line,100000,NULL,1993-11-19,1993-11-19,frames 9 X 9 inches,9,9,1,0,0,60%,20%,Double X,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (153.31mm),NULL,North-South,17300,NULL,NULL,NULL,CH2M Hill,Vestra Resources,Vicinity of Redding. Job AP18352. Film received April 2007.,Copyright &copy; UC Regents,NULL,Shasta County (California),NULL,1,1,41,no,prod,2018-02-13 16:06:20
504373,C-872,C-872,C-872,C-872,3 2 11,NULL,18000,0,0,"line, SmartIndex",110000,NULL,1930-01-01,1930-12-31,frames 9 X 7 inches,7,9,1,0,0,60%,60%,"Nitrate, Copy ",1,0,0,0,400-700 nm,1,1,1,0,Print; Positive Transparency; Negative; Cut Frame,,,,,Print,,Positive Transparency,Negative,,,0,1,NULL,1st and 2nd generation,NULL,NULL,NULL,various,NULL,NULL,NULL,NULL,Teledyne Geotronics,"Teledyne, Inc.; Whittier College","Chino and Chino Hills area. Exact date flown is unknown. Copy negatives acquired 1986 made from paper prints. Prints and nitrate negatives acquired from Whittier College, January 2013. Nitrate negatives scanned, 2015.",Copyright &copy; UC Regents,none,San Bernardino County (California),NULL,1,2,62,no,prod,2017-10-26 10:28:20
504374,CH2M-1969-ROLL216-Yolo-County,CH2M-1969-ROLL 216 Yolo County,CH2M-1969-ROLL216-Yolo-County,CH2M-1969-ROLL 216 Yolo County,9,NULL,24000,0,0,line,100000,NULL,1969-06-05,1969-06-05,frames 9 X 9 inches,9,9,1,0,0,60%,20%,NULL,0,1,0,0,NULL,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,RED,1st generation,Wild RC8,6 inches (152.68mm),NULL,North-South,12000,NULL,NULL,Flood Control and Water Conservation District,CH2M Hill,Vestra Resources,"Roll film stored in Room 2552 due to ""vinegar syndrome"". Film received April 2007.",Copyright &copy; UC Regents,NULL,Yolo County (California),NULL,1,2,0,no,prod,2012-10-09 15:09:30
504375,CH2M-1969-HC,CH2M-1969-HC,CH2M-1969-HC,CH2M-1969-HC,5,Roll Film Collection,24000,0,0,line,100000,NULL,1969-08-05,1969-09-03,frames 9 X 9 inches,9,9,1,0,0,60%,20%,Double X Estar,1,0,0,0,400-70 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,Wild RC8 #685,6 inches (152.68mm),NULL,various,12000,NULL,NULL,Humboldt County,CH2M Hill,Vestra Resources,Job M278.00. Film received April 2007.,Copyright &copy; UC Regents,NULL,Humboldt County (California),NULL,1,2,142,no,prod,2012-08-06 10:43:54
504376,TG-2816,TG-2816,TG-2816,TG-2816,5,Roll Film Collection,12000,3600,0,line,24000,NULL,1970-09-11,1970-10-07,frames 9 X 9 inches,9,9,1,0,0,NULL,NULL,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.35mm),NULL,East-West,6000,1800,NULL,NULL,Teledyne Geotronics,"Teledyne, Inc.","Santa Catalina Island, north of Avalon.",Copyright &copy; UC Regents,NULL,Los Angeles County (California),NULL,1,0,65,no,prod,2012-08-06 10:43:54
504377,TG-2801,TG-2801,TG-2801,TG-2801,5,Roll Film Collection,2400,0,0,line,24000,NULL,1970-07-13,1970-07-13,frames 9 X 9 inches,9,9,1,0,0,NULL,NULL,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.16mm),NULL,South-North,1200,NULL,NULL,NULL,Teledyne Geotronics,"Teledyne, Inc.",Worcester: Lake Quinsigamond area. Frames 1-1 through 1-28. Negatives filed on roll TG-2796.,Copyright &copy; UC Regents,NULL,Massachusetts - Regions,Worcester,1,0,28,no,prod,2012-08-06 10:43:54
504378,CH2M-1972-CAN1-M303-01,CH2M-1972-CAN1 M303.01,CH2M-1972-CAN1-M303-01,CH2M-1972-CAN1-M303-01,5,Roll Film Collection,18000,0,0,line,100000,NULL,1972-01-15,1972-03-07,frames 9 X 9 inches,9,9,1,0,0,60,NULL,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.68mm),NULL,various,9000,NULL,NULL,NULL,CH2M Hill,Vestra Resources,Fremont to Livermore to Mountain House. Film received April 2007.,Copyright &copy; UC Regents,NULL,Alameda County (California),NULL,1,2,0,no,prod,2017-07-19 10:11:27
504379,CH2M-1972-CAN1-L12-30,CH2M-1972-CAN1-L12.30,CH2M-1972-CAN1-L12-30,CH2M-1972-CAN1-L12.30,5,NULL,6000,12000,0,line,33330,NULL,1972-02-18,1972-03-08,frames 9 X 9 inches,9,9,1,0,0,60%,20%,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative;,,,,,,,,Negative,,,0,0,NULL,1st generation,NULL,6 inches (152.68mm),NULL,various,3000,6000,NULL,NULL,CH2M Hill,Vestra Resources,Folsom and Orangevale area. Film received April 2007.,Copyright &copy; UC Regents,NULL,Sacramento County (California),NULL,1,0,0,no,prod,2012-08-06 10:43:54
504380,CH2M-1972-CAN11-1103-38,CH2M-1972-CAN11 1103.38,CH2M-1972-CAN11-1103-38,CH2M-1972-CAN11 1103.38,5,NULL,12000,0,0,line,100000,NULL,1972-07-26,1972-07-26,frames 9 X 9 inches,9,9,1,0,0,70%,NULL,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.35mm),NULL,various,6000,NULL,NULL,CH2M Hill,Teledyne Geotronics,Vestra Resources,Las Vegas Wash area. Film received April 2007.,Copyright &copy; UC Regents,NULL,Clark County (Nevada),NULL,1,2,36,no,prod,2012-08-06 10:43:54
504381,CH2M-1972-CAN15-M301-01,CH2M-1972-CAN15 M301.01,CH2M-1972-CAN15-M301-01,CH2M-1972-CAN15-M301-01,5,Roll Film Collection,6000,12000,24000,line,100000,NULL,1972-09-08,1972-09-28,frames 9 X 9 inches,9,9,1,0,0,60%,NULL,XX Estar,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,Blue 2X,1st generation,NULL,6 inches (152.68mm),NULL,various,3000,6000,12000,NULL,CH2M Hill,Vestra Resources,Las Vegas Wash area. Film aquired April 2007.,Copyright &copy; UC Regents,NULL,Clark County (Nevada),NULL,1,0,187,no,prod,2012-08-06 10:43:54
504382,CH2M-1976-CAN3-USBR-LV,CH2M-1976-CAN3 USBR-LV,CH2M-1976-CAN3-USBR-LV,CH2M-1976-CAN3 USBR-LV,3,Room 2513,8000,0,0,line,100000,NULL,1975-10-17,1975-10-17,frame 9 X 9 inches,9,9,1,0,0,60%,NULL,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.68mm),NULL,various,4000,NULL,NULL,NULL,CH2M Hill,Vestra Resources,Film acquired April 2007.,Copyright &copy; UC Regents,NULL,Clark County (Nevada),NULL,1,0,62,no,prod,2012-08-06 10:43:54
504383,CH2M-1992-CAN5-LVSS,CH2M-1992-CAN5 LVSS,CH2M-1992-CAN5-LVSS,CH2M-1992-CAN5-LVSS,5,Roll Film Collection,29800,0,0,line,100000,NULL,1992-04-03,1992-04-03,frames 9 X 9 inches,9,9,1,0,0,60%,30%,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.87mm),NULL,East-West,14900,NULL,NULL,NULL,CH2M Hill,Vestra Resources,Film acquired April 2007.,Copyright &copy; UC Regents,NULL,Clark County (Nevada),NULL,1,2,33,no,prod,2012-08-06 10:43:54
504384,CH2M-1972-CAN17-Clear-Lake,CH2M-1972-CAN17 Clear Lake,CH2M-1972-CAN17-Clear-Lake,CH2M-1972-CAN17 Clear Lake,9,Roll Film Collection,12000,0,0,line,100000,NULL,1972-10-19,1972-10-19,frames 9 X 9 inches,9,9,1,0,0,60%,NULL,2445,0,0,1,0,NULL,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.68mm),70Z,various,6000,NULL,NULL,NULL,CH2M Hill,Vestra Resources,"Job A560.13. Roll film stored in Room 2552 due to ""vinegar syndrome"". Film acquired April 2007.",Copyright &copy; UC Regents,NULL,Lake County (California),NULL,1,2,131,no,prod,2014-05-23 15:47:38
504385,CH2M-1986-CAN23-Las-Vegas,CH2M-1986-CAN23 Las Vegas,CH2M-1986-CAN23-Las-Vegas,CH2M-1986-CAN23-Las-Vegas,5,Roll Film Collection,47400,0,0,line,100000,NULL,1986-11-06,1986-11-06,frames 9 X 9 inches,9,9,1,0,0,60%,30%,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,Blue 2X,1st generation,NULL,6 inches (153.31mm),NULL,North-South,23700,NULL,NULL,NULL,CH2M Hill,Vestra Resources,Las Vegas and vicinity. Job AP14222. Film acquired April 2007.,Copyright &copy; UC Regents,NULL,Clark County (Nevada),NULL,1,2,53,no,prod,2014-05-14 18:35:14
504386,CH2M-1975-CAN1-R4160-22,CH2M-1975-CAN1 R4160.22,CH2M-1975-CAN1-R4160-22,CH2M-1975-CAN1 R4160.22,5,NULL,24000,0,0,line,100000,NULL,1975-03-03,1975-03-03,frames 9 X 9 inches,9,9,1,0,0,60%,30%,XX Estar,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,Blue 2X,1st generation,NULL,6 inches (152.68mm),206CT,East-West,120000,NULL,NULL,NULL,CH2M Hill,Vestra Resources,Oroville and vicinity. Film acquired April 2007.,Copyright &copy; UC Regents,NULL,Butte County (California),NULL,1,2,24,no,prod,2012-08-06 10:43:54
504387,CH2M-1974-CAN18-R560-01,CH2M-1974-CAN18 R560.01,CH2M-1974-CAN18-R560-01,CH2M-1974-CAN18 R560.01,5,NULL,24000,0,0,"line, SmartIndex",190000,NULL,1974-07-02,1974-07-02,frames 9 X 9 inches,9,9,1,0,0,60,0-90,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,RED,1st generation,NULL,6 inches (152.68mm),206CT,Various,12000,NULL,NULL,NULL,CH2M Hill,Vestra Resources,"Coverage of Davis, Rumsey, Woodland, and vicinity. Film acquired April 2007.",Reproduction rights held by the Regents of the University of California.,NULL,Yolo County (California),NULL,1,2,118,no,prod,2019-04-25 15:55:45
504388,CH2M-1975-CAN2-R3019-18,CH2M-1975-CAN2 R3019.18,CH2M-1975-CAN2-R3019-18,CH2M-1975-CAN2 R3019.18,5,NULL,12000,0,0,line,100000,NULL,1975-05-16,1975-05-16,frames 9 X 9 inches,9,9,1,0,0,60%,NULL,NULL,1,0,0,0,NULL,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,RED,1st generation,NULL,NULL,70Z,various,NULL,NULL,NULL,NULL,CH2M Hill,Vestra Resources,Clear Lake I.R. Film acquired April 2007.,Copyright &copy; UC Regents,None,Lake County (California),NULL,1,0,123,no,prod,2012-08-06 10:43:54
504389,CH2M-1976-CAN13-Clear-Lake,CH2M-1976-CAN13 Clear Lake,CH2M-1976-CAN13-Clear-Lake,CH2M-1976-CAN13 Clear Lake,5,Roll Film Collection,6000,12000,0,line,100000,NULL,1976-09-02,1976-09-02,frames 9 X 9 inches,9,9,1,0,0,60%,NULL,NULL,1,0,0,0,NULL,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.68mm),70Z,various,3000,6000,NULL,NULL,CH2M Hill,Vestra Resources,Job R116.52. Film acquired April 2007.,Copyright &copy; UC Regents,NULL,Lake County (California),NULL,1,0,152,no,prod,2014-05-22 17:51:30
504390,CH2M-1977-CAN6-Tehama-County,CH2M-1977-CAN6 Tehama County,CH2M-1977-CAN6-Tehama-County,CH2M-1977-CAN6 Tehama County,5,Roll Film Collection,30000,0,0,line,100000,NULL,1977-06-21,1977-06-21,frames 9 X 9 inches,9,9,1,0,0,60%,20%,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.68mm),70Z,North-South,15000,NULL,NULL,NULL,CH2M Hill,Vestra Resources,Job AP5962. Film acquired April 2007.,Copyright &copy; UC Regents,NULL,Tehama County (California),NULL,1,2,112,no,prod,2014-05-22 17:47:56
504391,CH2M-1977-CANS8-AND-9-Glenn-County,CH2M-1977-CANS8 AND 9 Glenn County,CH2M-1977-CANS8-AND-9-Glenn-County,"CH2M-1977-CAN8, CH2M-1977-CAN9",5,Roll Film Collection,24000,0,0,line,90000,NULL,1977-06-22,1977-07-06,frames 9 X 9 inches,9,9,1,0,0,60%,30%,XX Estar,1,0,0,0,400-70 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,- Blue 2X,1st generation,NULL,6 inches (152.68mm),70Z,North-South,12000,NULL,NULL,NULL,CH2M Hill,Vestra Resources,"Job R10791.A4. Flight filed on two rolls of film: CH2M-1977-CAN8, CH2M-1977-CAN9. Film acquired April 2007.",Copyright &copy; UC Regents,NULL,Glenn County (California),NULL,1,2,477,no,prod,2014-05-23 15:45:25
504392,CH2M-1978-CAN16-Marysville-Yuba-City,CH2M-1978-CAN16 Marysville Yuba City,CH2M-1978-CAN16-Marysville-Yuba-City,CH2M-1978-CAN16 Marysville Yuba City,5,Roll Film Collection,24000,NULL,NULL,line,100000,NULL,1978-08-02,1978-08-02,frames 9 X 9 inches,9,9,1,0,0,60%,40%,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,- Blue 2X,1st generation,NULL,6 inches (152.68mm),70Z,North-South,12000,NULL,NULL,NULL,CH2M Hill,Vestra Resources,Job AP7389. Film acquired April 2007.,Copyright &copy; UC Regents,NULL,California - Regions,Yuba; Sutter,1,2,21,no,prod,2014-05-22 17:39:35
504393,CH2M-1983-CAN2-Clear-Lake,CH2M-1983-CAN2 Clear Lake,CH2M-1983-CAN2-Clear-Lake,CH2M-1983-CAN2-Clear-Lake,5,NULL,19200,0,0,line,100000,NULL,1983-03-15,1983-03-15,frames 9 X 9 inches,9,9,1,0,0,60%,NULL,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,- Blue 2X,1st generation,Wild 15,6 inches (153.31mm),NULL,various,9600,NULL,NULL,NULL,CH2M Hill,Vestra Rsources,Job AP11528. Film acquired April 2007.,Copyright &copy; UC Regents,NULL,Lake County (California),NULL,1,2,68,no,prod,2014-05-15 15:22:19
504394,CH2M-1979-CAN3-Modesto,CH2M-1979-CAN3 Modesto,CH2M-1979-CAN3-Modesto,CH2M-1979-CAN3-Modesto,5,NULL,36000,0,0,line,100000,NULL,1979-03-31,1979-04-01,frames 9 X 9 inches,9,9,1,0,0,60%,30%,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.00mm),NULL,North-South,18000,NULL,NULL,NULL,CH2M Hill,Vestra Resources,Film acquired April 2007.,Copyright &copy; UC Regents,NULL,Stanislaus County (California),NULL,1,2,23,no,prod,2019-05-30 09:00:41
504395,CH2M-1981-CAN1-M14308-A0,CH2M-1981-CAN1 M14308.A0,CH2M-1981-CAN1-M14308-A0,CH2M-1981-CAN1 M14308.A0,5,Roll Film Collection,24000,8950,0,line,50000,NULL,1981-02-27,1981-02-27,frames 9 X 9 inches,9,9,1,0,0,60%,40%, XX Estar,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,Wild 15,6 inches (153.31mm),N36855,East-West,12000,4475,NULL,NULL,CH2M Hill,Vestra Resources,Turlock. Film acquired April 2007.,Copyright &copy; UC Regents,NULL,Stanislaus County (California),NULL,1,0,84,no,prod,2012-08-06 10:43:54
504396,CH2M-1978-CAN24-Ocotillo,CH2M-1978-CAN24 Ocotillo,CH2M-1978-CAN24-Ocotillo,CH2M-1978-CAN24 Ocotillo,5,Roll Film Collection,20000,0,0,line,143000,CH2M-1978-CAN24,1978-12-05,1978-12-05,frames 9 X 9 inches,9,9,1,0,0,60%,NULL,XX Estar,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,- Blue 2X,1st generation,NULL,6 inches (152.68mm),70Z,various,10000,NULL,NULL,NULL,CH2M Hill,Vestra Resources,"Index depicts multiple flights on same roll of film. Please include AREA NAME and FRAME NUMBER when requesting specific frames (e.g., OCOTILLO 1-1). Job N12220.A4. Film acquired April 2007. ",Copyright &copy; UC Regents,NULL,Imperial County (California),NULL,1,1,6,no,prod,2014-05-22 17:27:48
